Kode_Kec	Kode_Kel	Nama_Kel	Jml_pddk_kel
32.02.10	32.02.10.2006	SUKAMAJU	6296
32.02.10	32.02.10.2007	CIBATU	4987
32.02.10	32.02.10.2008	KERTARAHARJA	6535
32.02.10	32.02.10.2009	SUKAMULYA	11851
32.02.10	32.02.10.2010	BOJONGRAHARJA	8795
32.02.11	32.02.11.1001	CIBADAK	
32.02.11	32.02.11.2002	SEKARWANGI	11536
32.02.11	32.02.11.2003	PAMURUYAN	7508
32.02.11	32.02.11.2004	KARANGTENGAH	15007
32.02.11	32.02.11.2005	NEGLASARI	6055
32.02.11	32.02.11.2006	WARNAJATI	6611
32.02.11	32.02.11.2007	TENJOJAYA	5909
32.02.11	32.02.11.2008	CIHEULANG TONGGOH	9765
32.02.11	32.02.11.2009	SUKASIRNA	11191
32.02.11	32.02.11.2010	BATUNUNGGAL	7331
32.02.12	32.02.12.2001	KALAPAREA	8724
32.02.12	32.02.12.2002	PAWENANG	5455
32.02.12	32.02.12.2003	NAGRAK UTARA	16448
32.02.12	32.02.12.2004	CISARUA	13241
32.02.12	32.02.12.2009	BALEKAMBANG	7473
32.02.12	32.02.12.2010	BABAKAN PANJANG	4605
32.02.12	32.02.12.2011	DARMAREJA	7902
32.02.12	32.02.12.2012	CIHANYAWAR	5603
32.02.12	32.02.12.2013	NAGRAK SELATAN	7271
32.02.12	32.02.12.2014	GIRIJAYA	10320
32.02.13	32.02.13.2001	PARUNGKUDA	6976
32.02.13	32.02.13.2002	PALASARI HILIR	11232
32.02.13	32.02.13.2003	KOMPA	6427
32.02.13	32.02.13.2004	PONDOKKASO LANDEUH	11646
32.02.13	32.02.13.2005	SUNDAWENANG	13403
32.02.13	32.02.13.2006	BOJONGKOKOSAN	7303
32.02.13	32.02.13.2007	LANGENSARI	7224
32.02.13	32.02.13.2008	BABAKANJAYA	7772
32.02.14	32.02.14.2001	BOJONGGENTENG	9343
32.02.14	32.02.14.2002	CIBODAS	8571
32.02.14	32.02.14.2003	BEREKAH	8815
32.02.14	32.02.14.2004	CIPANENGAH	5968
32.02.14	32.02.14.2005	BOJONGGALING	7616
32.02.15	32.02.15.2001	PARAKAN SALAK	7884
32.02.15	32.02.15.2002	BOJONG LONGOK	7462
32.02.15	32.02.15.2003	SUKAKERSA	7667
32.02.15	32.02.15.2004	SUKATANI	6256
32.02.15	32.02.15.2005	BOJONGASIH	6466
32.02.15	32.02.15.2006	LEBAKSARI	7211
32.02.16	32.02.16.1001	CICURUG	
32.02.16	32.02.16.2002	NYANGKOWEK	7372
32.02.16	32.02.16.2003	TENJOLAYA	6365
32.02.16	32.02.16.2004	BENDA	15160
32.02.16	32.02.16.2005	PASAWAHAN	11407
32.02.16	32.02.16.2006	CISAAT	9762
32.02.16	32.02.16.2007	PURWASARI	11150
32.02.16	32.02.16.2008	CARINGIN	5515
32.02.16	32.02.16.2009	TENJOAYU	8439
32.02.16	32.02.16.2010	KUTAJAYA	18553
32.02.16	32.02.16.2011	MEKARSARI	8998
32.02.16	32.02.16.2012	BANGBAYANG	6603
32.02.16	32.02.16.2013	NANGGERANG	6571
32.02.17	32.02.17.2001	PONDOKASO TONGGOH	8917
32.02.17	32.02.17.2002	BABAKANPARI	6741
32.02.17	32.02.17.2003	PONDOKASO TENGAH	7053
32.02.17	32.02.17.2004	CIDAHU	11159
32.02.17	32.02.17.2005	TANGKIL	8884
32.02.17	32.02.17.2006	JAYABAKTI	13355
32.02.17	32.02.17.2007	GIRIJAYA	7502
32.02.17	32.02.17.2008	PASIRDOTON	5761
32.02.18	32.02.18.2001	KALAPANUNGGAL	5337
32.02.18	32.02.18.2002	PALASARI GIRANG	7895
32.02.18	32.02.18.2003	PULOSARI	9436
32.02.18	32.02.18.2004	MAKASARI	6947
32.02.18	32.02.18.2005	KADUNUNGGAL	5387
32.02.18	32.02.18.2006	WALANG SARI	7667
32.02.18	32.02.18.2007	GUNUNGENDUT	8455
32.02.19	32.02.19.2001	KABANDUNGAN	8446
32.02.19	32.02.19.2002	CIPEUTEUY	7338
32.02.19	32.02.19.2003	CIHAMERANG	6970
32.02.19	32.02.19.2004	TUGUBANDUNG	9848
32.02.19	32.02.19.2005	MEKARJAYA	3817
32.02.19	32.02.19.2006	CIANAGA	6471
32.02.20	32.02.20.2001	WALURAN	4568
32.02.20	32.02.20.2002	SUKAMUKTI	4072
32.02.20	32.02.20.2003	CARINGINNUNGGAL	5218
32.02.20	32.02.20.2004	MEKARMUKTI	5703
32.02.20	32.02.20.2005	MANGUNJAYA	2057
32.02.20	32.02.20.2006	WALURAN MANDIRI	5025
32.02.21	32.02.21.1001	JAMPANGKULON	
32.02.21	32.02.21.2002	BOJONGGENTENG	2577
32.02.21	32.02.21.2003	CIKARANG	3396
32.02.21	32.02.21.2005	BOJONGSARI	5338
32.02.21	32.02.21.2007	NAGRAKSARI	6075
32.02.21	32.02.21.2008	MEKARJAYA	4637
32.02.21	32.02.21.2009	TANJUNG	5618
32.02.21	32.02.21.2011	CIPARAY	4889
32.02.21	32.02.21.2013	PADAJAYA	4067
32.02.21	32.02.21.2014	KARANGANYAR	2971
32.02.21	32.02.21.2016	CIKARANGGEUSAN	2753
32.02.22	32.02.22.2001	CIEMAS	5575
32.02.22	32.02.22.2002	CIBENDA	6010
32.02.22	32.02.22.2003	CIWARU	8368
32.02.22	32.02.22.2004	MEKARJAYA	8153
32.02.22	32.02.22.2005	GIRIMUKTI	3910
32.02.22	32.02.22.2006	TAMANJAYA	6538
32.02.22	32.02.22.2007	MANDRAJAYA	4546
32.02.22	32.02.22.2008	SIDAMULYA	2644
32.02.22	32.02.22.2009	MEKARSAKTI	5935
32.02.23	32.02.23.2001	KALIBUNDER	7115
32.02.23	32.02.23.2002	BOJONG	3415
32.02.23	32.02.23.2003	CIMAHPAR	5200
32.02.23	32.02.23.2004	SEKARSARI	4822
32.02.23	32.02.23.2005	SUKALUYU	3644
32.02.23	32.02.23.2006	BALEKAMBANG	4587
32.02.23	32.02.23.2007	MEKARWANGI	2981
32.02.24	32.02.24.2001	JAGAMUKTI	5802
32.02.24	32.02.24.2002	CITANGLAR	6310
32.02.24	32.02.24.2003	WANASARI	5397
32.02.24	32.02.24.2005	SIRNASARI	5975
32.02.24	32.02.24.2006	KADALEMAN	5732
32.02.24	32.02.24.2007	GUNUNGSUNGGING	5320
32.02.24	32.02.24.2008	CIPEUNDEUY	4754
32.02.24	32.02.24.2009	PASIRIPIS	11206
32.02.24	32.02.24.2010	BUNIWANGI	10701
32.02.24	32.02.24.2011	SUKATANI	3637
32.02.24	32.02.24.2012	KADEMANGAN	3907
32.02.24	32.02.24.1013	SURADE	
32.02.25	32.02.25.2001	TALAGAMURNI	6084
32.02.25	32.02.25.2002	BANYUMURNI	2774
32.02.25	32.02.25.2003	CIBITUNG	6620
32.02.25	32.02.25.2004	CIDAHU	6446
32.02.25	32.02.25.2005	CIBODAS	4294
32.02.25	32.02.25.2006	BANYUWANGI	3231
32.02.26	32.02.26.2001	CIRACAP	8732
32.02.26	32.02.26.2002	CIKANGKUNG	8916
32.02.26	32.02.26.2003	GUNUNGBATU	5502
32.02.26	32.02.26.2004	PURWASEDAR	7845
32.02.26	32.02.26.2005	PASIRPANJANG	6370
32.02.26	32.02.26.2006	MEKARSARI	6112
32.02.26	32.02.26.2007	UJUNG GENTENG	4857
32.02.26	32.02.26.2008	PANGUMBAHAN	4620
32.02.27	32.02.27.2001	CIKUJANG	8765
32.02.27	32.02.27.2002	GUNUNGGURUH	10283
32.02.27	32.02.27.2003	CIBENTANG	3739
32.02.27	32.02.27.2004	SIRNARESMI	8420
32.02.27	32.02.27.2005	KEBONMANGGU	5901
32.02.27	32.02.27.2006	CIBOLANG	8925
32.02.27	32.02.27.2007	MANGKALAYA	5893
32.02.28	32.02.28.2001	CICANTAYAN	8683
32.02.28	32.02.28.2002	LEMBURSAWAH	10038
32.02.28	32.02.28.2003	CIJALINGAN	8527
32.02.28	32.02.28.2004	CISANDE	7617
32.02.28	32.02.28.2005	CIMAHI	8709
32.02.28	32.02.28.2006	HEGARMANAH	6048
32.02.28	32.02.28.2007	SIKADAMAI	4553
32.02.28	32.02.28.2008	CIMANGGIS	2509
32.02.29	32.02.29.2001	GUNUNGJAYA	7121
32.02.29	32.02.29.2002	SUKASARI	9732
32.02.29	32.02.29.2003	SUKAMANAH	10219
32.02.29	32.02.29.2004	CISAAT	8780
32.02.29	32.02.29.2005	NAGRAK	10319
32.02.29	32.02.29.2006	BABAKAN	6628
32.02.29	32.02.29.2007	SUKAMANTRI	8513
32.02.29	32.02.29.2008	CIBATU	10084
32.02.29	32.02.29.2009	SELAJAMBE	9580
32.02.29	32.02.29.2010	PADAASIH	9642
32.02.29	32.02.29.2011	CIBOLANG KALER	10773
32.02.29	32.02.29.2012	KUTASIRNA	4668
32.02.29	32.02.29.2013	SUKARESMI	15299
32.02.30	32.02.30.2001	KADUDAMPIT	6010
32.02.30	32.02.30.2002	CITAMIANG	5530
32.02.30	32.02.30.2003	MUARADUA	5384
32.02.30	32.02.30.2004	GEDEPANGRANGO	6918
32.02.30	32.02.30.2005	SUKAMANIS	6734
32.02.30	32.02.30.2006	UNDRUSBINANGUN	5196
32.02.30	32.02.30.2007	CIPETIR	5839
32.02.30	32.02.30.2008	SUKAMAJU	8110
32.02.30	32.02.30.2009	CIKAHURIPAN	7892
32.02.31	32.02.31.2001	CARINGIN WETAN	5098
32.02.31	32.02.31.2002	SUKAMULYA	4782
32.02.31	32.02.31.2003	CARINGIN KULON	4322
32.02.31	32.02.31.2004	SEUSEUPAN	5042
32.02.31	32.02.31.2005	CIJENGKOL	6442
32.02.31	32.02.31.2006	MEKARJAYA	6495
32.02.31	32.02.31.2007	TALAGA	7239
32.02.31	32.02.31.2008	CIKEMBANG	5507
32.02.31	32.02.31.2009	PASIR DATAR INDAH	3205
32.02.32	32.02.32.2001	PARUNGSEAH	10437
32.02.32	32.02.32.2002	SUNDAJAYAGIRANG	7408
32.02.32	32.02.32.2003	KARAWANG	7345
32.02.32	32.02.32.2004	WARNASARI	8128
32.02.32	32.02.32.2005	SUKAJAYA	6675
32.02.32	32.02.32.2006	PERBAWATI	7207
32.02.33	32.02.33.2001	PASIRHALANG	14036
32.02.33	32.02.33.2002	SELAWI	7716
32.02.33	32.02.33.2003	LANGENSARI	9925
32.02.33	32.02.33.2004	SUKARAJA	17157
32.02.33	32.02.33.2005	LIMBANGAN	9448
32.02.33	32.02.33.2006	CISARUA	7586
32.02.33	32.02.33.2007	SUKAMEKAR	7649
32.02.33	32.02.33.2008	SELAWANGI	7178
32.02.33	32.02.33.2009	MARGALUYU	6707
32.02.34	32.02.34.2001	KEBONPEDES	7567
32.02.34	32.02.34.2002	CIKARET	6086
32.02.34	32.02.34.2003	BOJONGSAWAH	7725
32.02.34	32.02.34.2004	SASAGARAN	5914
32.02.34	32.02.34.2005	JAMBENENGGANG	6036
32.02.35	32.02.35.2001	CIREUNGHAS	8549
32.02.35	32.02.35.2002	CIPURUT	7716
32.02.35	32.02.35.2003	BENCOY	8239
32.02.35	32.02.35.2004	CIKURUTUG	4499
32.02.35	32.02.35.2005	TEGALPANJANG	5497
32.02.36	32.02.36.2001	SUKALARANG	8981
32.02.36	32.02.36.2002	SUKAMAJU	5988
32.02.36	32.02.36.2003	CIMANGKOK	7381
32.02.36	32.02.36.2004	TITISAN	9693
32.02.36	32.02.36.2005	SEMPLAK	4776
32.02.36	32.02.36.2006	PRIANGANJAYA	5796
32.02.37	32.02.37.2001	PABUARAN	5200
32.02.37	32.02.37.2002	CIWALAT	4686
32.02.37	32.02.37.2003	SIRNASARI	8569
32.02.37	32.02.37.2004	BANTARSARI	9755
32.02.37	32.02.37.2005	SUKAJAYA	4631
32.02.37	32.02.37.2006	CIBADAK	7981
32.02.37	32.02.37.2007	LEMBUR SAWAH	4212
32.02.38	32.02.38.2001	PURABAYA	8025
32.02.38	32.02.38.2002	NEGLASARI	9684
32.02.38	32.02.38.2003	PAGELARAN	4053
32.02.38	32.02.38.2004	CIMERANG	6850
32.02.38	32.02.38.2005	CITAMIANG	5255
32.02.38	32.02.38.2006	MARGALUYU	3799
32.02.38	32.02.38.2007	CICUKANG	6488
32.02.39	32.02.39.2001	NYALINDUNG	6496
32.02.39	32.02.39.2002	NEGLASARI	4961
32.02.39	32.02.39.2003	SUKAMAJU	4605
32.02.39	32.02.39.2004	BOJONGKALONG	4139
32.02.39	32.02.39.2005	CIJANGKAR	6151
32.02.39	32.02.39.2006	MEKARSARI	4191
32.02.39	32.02.39.2007	WANGUNREJA	5219
32.02.39	32.02.39.2008	CISITU	4810
32.02.39	32.02.39.2009	BOJONGSARI	3397
32.02.39	32.02.39.2010	KERTAANGSANA	6883
32.02.40	32.02.40.2001	GEGERBITUNG	8757
32.02.40	32.02.40.2002	CIJUREY	7313
32.02.40	32.02.40.2003	CIENGANG	4047
32.02.40	32.02.40.2004	KARANGJAYA	7947
32.02.40	32.02.40.2005	CARINGIN	7438
32.02.40	32.02.40.2006	SUKAMANAH	3572
32.02.40	32.02.40.2007	BUNIWANGI	4222
32.02.41	32.02.41.2001	SAGARANTEN	4873
32.02.41	32.02.41.2002	CURUGLUHUR	3624
32.02.41	32.02.41.2003	CIBAREGBEG	6116
32.02.41	32.02.41.2004	PASANGGRAHAN	4756
32.02.41	32.02.41.2005	DATARNANGKA	3844
32.02.41	32.02.41.2006	PUNCAKMANGGIS	5234
32.02.41	32.02.41.2007	HEGARMANAH	5378
32.02.41	32.02.41.2008	GUNUNGBENTANG	2672
32.02.41	32.02.41.2009	SINARBENTANG	2440
32.02.41	32.02.41.2010	CIBITUNG	4129
32.02.41	32.02.41.2011	MARGALUYU	3633
32.02.41	32.02.41.2012	MEKARSARI	3557
32.02.42	32.02.42.2001	CURUGKEMBAR	5257
32.02.42	32.02.42.2002	CIMENTENG	3324
32.02.42	32.02.42.2003	TANJUNGSARI	4464
32.02.42	32.02.42.2004	SINDANGRAJA	6815
32.02.42	32.02.42.2005	MEKARTANJUNG	4561
32.02.42	32.02.42.2006	NAGRAKJAYA	2549
32.02.42	32.02.42.2007	BOJONG TUGU	3957
32.02.43	32.02.43.2001	CIDOLOG	3786
32.02.43	32.02.43.2002	CIPAMINGKIS	3743
32.02.43	32.02.43.2003	CIKARANG	4756
32.02.43	32.02.43.2004	TEGALLEGA	3316
32.02.43	32.02.43.2005	MEKARJAYA	2919
32.02.44	32.02.44.2001	PADASENANG	5641
32.02.44	32.02.44.2002	CIDADAP	5521
32.02.44	32.02.44.2003	BANJARSARI	3196
32.02.44	32.02.44.2004	HEGARMULYA	2612
32.02.44	32.02.44.2005	TENJOLAUT	1568
32.02.44	32.02.44.2006	MEKARTANI	1425
32.02.45	32.02.45.2001	TEGALBULEUD	6790
32.02.45	32.02.45.2002	BANGBAYANG	3400
32.02.45	32.02.45.2003	SUMBERJAYA	7142
32.02.45	32.02.45.2004	CALINGCING	3563
32.02.45	32.02.45.2005	NANGELA	3348
32.02.45	32.02.45.2006	RAMBAY	3727
32.02.45	32.02.45.2007	BUNIASIH	7603
32.02.45	32.02.45.2008	SIRNAMEKAR	2214
32.02.46	32.02.46.2001	CIMANGGU	4340
32.02.46	32.02.46.2002	SUKAMAJU	4128
32.02.46	32.02.46.2003	SUKAJADI	5082
32.02.46	32.02.46.2004	KARANGMEKAR	3203
32.02.46	32.02.46.2005	BOREGAHINDAH	4085
32.02.46	32.02.46.2006	SUKAMANAH	4282
32.02.47	32.02.47.2001	CIAMBAR	6616
32.02.47	32.02.47.2002	GINANJAR	8555
32.02.47	32.02.47.2003	WANGUNJAYA	5182
32.02.47	32.02.47.2004	MUNJUL	6310
32.02.47	32.02.47.2005	AMBARJAYA	5625
32.02.47	32.02.47.2006	CIBUNARJAYA	7960
32.03.01	32.03.01.2001	BABAKAN KARET	8966
32.03.01	32.03.01.2002	NAGRAK	15630
32.03.01	32.03.01.2003	SUKAMAJU	8044
32.03.01	32.03.01.2004	MEKARSARI	11889
32.03.01	32.03.01.2005	LIMBANGANSARI	11499
32.03.01	32.03.01.1006	PAMOYANAN	
32.03.01	32.03.01.1007	SAWAHGEDE	
32.03.01	32.03.01.1008	BOJONGHERANG	
32.03.01	32.03.01.1009	SAYANG	
32.03.01	32.03.01.1010	SOLOKPANDAN	
32.03.01	32.03.01.1011	MUKA	
32.03.02	32.03.02.2002	JAMBUDIPA	8905
32.03.02	32.03.02.2006	CISARANDI	6486
32.03.02	32.03.02.2007	CIKAROYA	9343
32.03.02	32.03.02.2008	BUNIKASIH	6150
32.03.02	32.03.02.2009	CIWALEN	10822
32.03.02	32.03.02.2010	TEGALLEGA	4803
32.03.02	32.03.02.2011	SUKAWANGI	6290
32.03.02	32.03.02.2014	BUNISARI	7314
32.03.02	32.03.02.2016	SUKAMULYA	5132
32.03.02	32.03.02.2017	CIEUNDEUR	4123
32.03.02	32.03.02.2018	MEKARWANGI	6095
32.03.03	32.03.03.2001	CIPETIR	6580
32.03.03	32.03.03.2002	CIHAUR	5577
32.03.03	32.03.03.2003	CIMANGGU	5976
32.03.03	32.03.03.2004	CIBAREGBEG	7738
32.03.03	32.03.03.2005	SUKARAHARJA	8125
32.03.03	32.03.03.2006	PEUTEUYCONDONG	11006
32.03.03	32.03.03.2007	MAYAK	7127
32.03.03	32.03.03.2008	CIKONDANG	5529
32.03.03	32.03.03.2009	CIBOKOR	11441
32.03.03	32.03.03.2010	SELAGEDANG	7433
32.03.03	32.03.03.2011	KARANGNUNGGAL	6234
32.03.03	32.03.03.2012	KANOMAN	8571
32.03.03	32.03.03.2013	SUKAMAJU	4892
32.03.03	32.03.03.2014	GIRIMULYA	4771
32.03.03	32.03.03.2015	CISALAK	6582
32.03.03	32.03.03.2016	CIBADAK	8650
32.03.03	32.03.03.2017	SUKAMANAH	6451
32.03.03	32.03.03.2018	SALAMNUNGGAL	5637
32.03.04	32.03.04.2001	RANCAGOONG	8071
32.03.04	32.03.04.2002	SUKASARI	14506
32.03.04	32.03.04.2003	SIRNAGALIH	25312
32.03.04	32.03.04.2004	SUKAKERTA	10073
32.03.04	32.03.04.2005	CIBINONGHILIR	8651
32.03.04	32.03.04.2006	RAHONG	10523
32.03.04	32.03.04.2007	MUNJUL	7785
32.03.04	32.03.04.2008	SINDANGSARI	9297
32.03.04	32.03.04.2009	CIHARASHAS	9621
32.03.04	32.03.04.2010	MULYASARI	7729
32.03.05	32.03.05.2001	CIRANJANG	19635
32.03.05	32.03.05.2002	SINDANGJAYA	7249
32.03.05	32.03.05.2004	CIBIUK	10478
32.03.05	32.03.05.2005	GUNUNGSARI	8244
32.03.05	32.03.05.2006	KARANGWANGI	5227
32.03.05	32.03.05.2007	NANGGALAMEKAR	10257
32.03.05	32.03.05.2008	KERTAJAYA	8916
32.03.05	32.03.05.2009	SINDANGSARI	6678
32.03.05	32.03.05.2012	MEKARGALIH	6790
32.03.06	32.03.06.2001	HEGARMANAH	8342
32.03.06	32.03.06.2002	BOJONGPICUNG	8905
32.03.06	32.03.06.2004	CIBARENGKOK	6632
32.03.06	32.03.06.2006	KEMANG	6743
32.03.06	32.03.06.2007	SUKAJAYA	5645
32.03.06	32.03.06.2008	JATI	11029
32.03.06	32.03.06.2009	CIKONDANG	5098
32.03.06	32.03.06.2010	SUKARAMA	7025
32.03.06	32.03.06.2012	SUKARATU	9043
32.03.06	32.03.06.2013	NEGLASARI	7026
32.03.06	32.03.06.2014	JATISARI	7034
32.03.07	32.03.07.2001	SUKAMANAH	8429
32.03.07	32.03.07.2002	BOJONG	18063
32.03.07	32.03.07.2003	SINDANGLAKA	8125
32.03.07	32.03.07.2004	MALEBER	14735
32.03.07	32.03.07.2005	CIHERANG	9753
32.03.07	32.03.07.2006	SUKAMANTRI	6072
32.03.07	32.03.07.2007	SUKASARANA	4309
32.03.07	32.03.07.2008	SUKASARI	8131
32.03.07	32.03.07.2009	BABAKANCARINGIN	8357
32.03.07	32.03.07.2010	SABANDAR	12403
32.03.07	32.03.07.2011	SINDANGASIH	9111
32.03.07	32.03.07.2012	SUKATARIS	11817
32.03.07	32.03.07.2013	LANGENSARI	7320
32.03.07	32.03.07.2014	HEGARMANAH	11921
32.03.07	32.03.07.2015	SUKAJADI	6317
32.03.07	32.03.07.2016	SUKAMULYA	5322
32.03.08	32.03.08.2001	KADEMANGAN	8555
32.03.08	32.03.08.2002	BOBOJONG	15696
32.03.08	32.03.08.2003	JAMALI	11893
32.03.08	32.03.08.2004	CIKIDANGBAYABANG	7423
32.03.08	32.03.08.2005	MANDE	4146
32.03.08	32.03.08.2006	MULYASARI	4689
32.03.08	32.03.08.2007	CIANDAM	6042
32.03.08	32.03.08.2008	SUKAMANAH	4433
32.03.08	32.03.08.2009	LEUWIKOJA	1959
32.03.08	32.03.08.2010	MEKARJAYA	3250
32.03.08	32.03.08.2011	KUTAWARINGIN	3802
32.03.08	32.03.08.2012	MURNISARI	3785
32.03.09	32.03.09.2001	SELAJAMBE	8644
32.03.09	32.03.09.2002	SUKAMULYA	11322
32.03.09	32.03.09.2003	PANYUSUHAN	6982
32.03.09	32.03.09.2004	TANJUNGSARI	8392
32.03.09	32.03.09.2005	SIDANGRAJA	8251
32.03.09	32.03.09.2006	MEKARJAYA	5830
32.03.09	32.03.09.2007	SUKASIRNA	9125
32.03.09	32.03.09.2008	SUKALUYU	9371
32.03.09	32.03.09.2009	BABAKANSARI	7417
32.03.09	32.03.09.2010	HEGARMANAH	9608
32.03.10	32.03.10.2001	CIHERANG	17434
32.03.10	32.03.10.2003	CIBODAS	11574
32.03.10	32.03.10.2005	SUKANAGALIH	22170
32.03.10	32.03.10.2007	CIPENDAWA	19631
32.03.10	32.03.10.2010	CIPUTRI	10739
32.03.10	32.03.10.2012	GADOG	10284
32.03.10	32.03.10.2013	SUKATANI	12992
32.03.11	32.03.11.2001	SUKAMANAH	8256
32.03.11	32.03.11.2002	GASOL	7290
32.03.11	32.03.11.2003	CIJEDIL	8390
32.03.11	32.03.11.2004	CIBEUREUM	9207
32.03.11	32.03.11.2005	NYALINDUNG	5658
32.03.11	32.03.11.2006	MANGUNKERTA	6412
32.03.11	32.03.11.2007	SARAMPAD	8176
32.03.11	32.03.11.2008	TALAGA	6215
32.03.11	32.03.11.2009	SUKAJAYA	7495
32.03.11	32.03.11.2010	CIBULAKAN	6372
32.03.11	32.03.11.2011	BENJOT	4262
32.03.11	32.03.11.2012	SUKAMULYA	5850
32.03.11	32.03.11.2013	WANGUNJAYA	6784
32.03.11	32.03.11.2014	CIRUMPUT	9207
32.03.11	32.03.11.2015	PADALUYU	9108
32.03.11	32.03.11.2016	GALUDRA	4923
32.03.12	32.03.12.2001	SUKAGALIH	7590
32.03.12	32.03.12.2002	GUDANG	8602
32.03.12	32.03.12.2003	CINANGSI	7059
32.03.12	32.03.12.2004	CIJAGANG	6046
32.03.12	32.03.12.2005	MAJALAYA	7711
32.03.12	32.03.12.2006	KAMURANG	2835
32.03.12	32.03.12.2007	WARUDOYONG	5401
32.03.12	32.03.12.2008	CIRAMAGIRANG	4221
32.03.12	32.03.12.2009	MEKARJAYA	6011
32.03.12	32.03.12.2010	SUKAMULYA	3611
32.03.12	32.03.12.2011	PADAJAYA	6617
32.03.12	32.03.12.2012	CIGUNUNGHERANG	3592
32.03.12	32.03.12.2013	NEGLASARI	6209
32.03.12	32.03.12.2014	MEKARGALIH	8966
32.03.12	32.03.12.2015	LEMBAHSARI	8602
32.03.12	32.03.12.2016	MENTENGSARI	6134
32.03.12	32.03.12.2017	MEKARSARI	4515
32.03.12	32.03.12.2018	MEKARMULYA	2716
32.03.13	32.03.13.2001	CIKANYERE	7198
32.03.13	32.03.13.2002	CIKANCANA	7785
32.03.13	32.03.13.2003	CIWALEN	12570
32.03.13	32.03.13.2004	KAWUNGLUWUK	9129
32.03.13	32.03.13.2005	CIBADAK	10369
32.03.13	32.03.13.2006	SUKAMAHI	9129
32.03.13	32.03.13.2007	SUKARESMI	7105
32.03.13	32.03.13.2008	CIBANTENG	5551
32.03.13	32.03.13.2009	KUBANG	7666
32.03.13	32.03.13.2010	PAKUON	8614
32.03.13	32.03.13.2011	RAWABELUT	1878
32.03.14	32.03.14.2001	SUKANAGARA	7517
32.03.14	32.03.14.2002	SUKAJEMBAR	4454
32.03.14	32.03.14.2003	SUKAKARYA	4077
32.03.14	32.03.14.2004	CIGUHA	4552
32.03.14	32.03.14.2005	SUKAMEKAR	8394
32.03.14	32.03.14.2006	GUNUNGSARI	5802
32.03.14	32.03.14.2007	SUKALAKSANA	4756
32.03.14	32.03.14.2008	SUKARAME	5033
32.03.14	32.03.14.2009	SINDANGSARI	3590
32.03.14	32.03.14.2010	JAYAGIRI	4198
32.03.15	32.03.15.2001	CIDADAP	6333
32.03.15	32.03.15.2002	CIMENTENG	7779
32.03.15	32.03.15.2003	SUSUKAN	8475
32.03.15	32.03.15.2004	SUKAJADI	7095
32.03.15	32.03.15.2005	SUKADANA	6187
32.03.15	32.03.15.2006	MARGALUYU	5437
32.03.15	32.03.15.2007	KARYAMUKTI	5717
32.03.15	32.03.15.2008	CAMPAKA	5138
32.03.15	32.03.15.2009	WANGUNJAYA	6006
32.03.15	32.03.15.2010	GIRIMUKTI	6605
32.03.15	32.03.15.2011	MEKARJAYA	6656
32.03.16	32.03.16.2001	PASAWAHAN	7922
32.03.16	32.03.16.2002	SINDANGRESMI	7661
32.03.16	32.03.16.2003	SINDANGHAYU	7436
32.03.16	32.03.16.2004	SIMPANG	8650
32.03.16	32.03.16.2005	SUKAGALIH	5395
32.03.16	32.03.16.2006	BUNGBANGSARI	5992
32.03.16	32.03.16.2007	CISUJEN	3320
32.03.16	32.03.16.2008	HEGARMANAH	4658
32.03.16	32.03.16.2009	WARINGINSARI	4758
32.03.17	32.03.17.2003	SUKASARI	3007
32.03.17	32.03.17.2006	PASIRDALEM	4426
32.03.17	32.03.17.2008	TALAGASARI	3913
32.03.17	32.03.17.2009	BOJONGKASIH	3996
32.03.17	32.03.17.2010	WARGAASIH	4279
32.03.17	32.03.17.2011	SUKARAHARJA	4112
32.03.17	32.03.17.2014	SUKAKERTA	4510
32.03.17	32.03.17.2016	NEGLASARI	5731
32.03.17	32.03.17.2017	SUKARESMI	3827
32.03.17	32.03.17.2019	WARGASARI	4321
32.03.17	32.03.17.2020	SUKARAJA	3385
32.03.17	32.03.17.2021	KADUPANDAK	2896
32.03.17	32.03.17.2022	GANDASARI	3055
32.03.17	32.03.17.2023	SINDANGSARI	3460
32.03.18	32.03.18.2001	PAGELARAN	39015
32.03.18	32.03.18.2002	PANGADEGAN	6765
32.03.18	32.03.18.2004	GELARANYAR	3069
32.03.18	32.03.18.2005	BUNIWANGI	6683
32.03.18	32.03.18.2007	SINDANGKERTA	6795
32.03.18	32.03.18.2008	PASIRBARU	7028
32.03.18	32.03.18.2009	BUNIJAYA	7192
32.03.18	32.03.18.2010	SITUHIANG	7751
32.03.18	32.03.18.2011	MEKARSARI	4698
32.03.18	32.03.18.2012	KERTARAHARJA	4374
32.03.18	32.03.18.2013	SELAGEDANG	4934
32.03.18	32.03.18.2014	PADAMAJU	4602
32.03.18	32.03.18.2015	KARANGHARJA	3073
32.03.18	32.03.18.2018	SUKAMAJU	2335
32.03.19	32.03.19.2001	TANGGEUNG	4294
32.03.19	32.03.19.2002	RAWAGEDE	3066
32.03.19	32.03.19.2003	CILONGSONG	3518
32.03.19	32.03.19.2004	MARGALUYU	4145
32.03.19	32.03.19.2005	KARANGTENGAH	3239
32.03.19	32.03.19.2006	PAGERMANEUH	2829
32.03.19	32.03.19.2007	BOJONGPETIR	5634
32.03.19	32.03.19.2009	PASIRJAMBU	4859
32.03.19	32.03.19.2010	SIRNAJAYA	5046
